sai,sbi,sci,sa,sb,sc,dist
8,23,19,Run1_C_40,Run1_C_24,Run1_C_22,0.4039
20,17,16,Run1_C_25,Run1_C_26,Run1_C_41,0.0024
16,20,2,Run1_C_41,Run1_C_25,Run1_C_32,0.163
8,2,14,Run1_C_40,Run1_C_32,Run1_C_45,0.5081
16,17,10,Run1_C_41,Run1_C_26,Run1_C_33,1.0555
13,18,20,Run1_C_16,Run1_C_34,Run1_C_25,1.322
8,2,4,Run1_C_40,Run1_C_32,Run1_C_36,0.5081
14,7,23,Run1_C_45,Run1_C_43,Run1_C_24,0.0142
14,12,0,Run1_C_45,Run1_C_35,Run1_C_23,0.6259
8,3,11,Run1_C_40,Run1_C_12,Run1_C_29,0.215
8,17,2,Run1_C_40,Run1_C_26,Run1_C_32,1.623
13,4,17,Run1_C_16,Run1_C_36,Run1_C_26,0.8841
8,2,13,Run1_C_40,Run1_C_32,Run1_C_16,0.7611
11,22,8,Run1_C_29,Run1_C_42,Run1_C_40,1.8556
21,4,8,Run1_C_31,Run1_C_36,Run1_C_40,0.5725
4,22,3,Run1_C_36,Run1_C_42,Run1_C_12,1.087
14,1,16,Run1_C_45,Run1_C_38,Run1_C_41,0.9241
0,18,14,Run1_C_23,Run1_C_34,Run1_C_45,0.6088
9,4,2,Run1_C_44,Run1_C_36,Run1_C_32,2.244
9,2,1,Run1_C_44,Run1_C_32,Run1_C_38,0.5579
5,11,16,Run1_C_18,Run1_C_29,Run1_C_41,0.5267
5,4,1,Run1_C_18,Run1_C_36,Run1_C_38,1.4045
7,12,8,Run1_C_43,Run1_C_35,Run1_C_40,0.6186
15,22,12,Run1_C_21,Run1_C_42,Run1_C_35,0.1435
14,22,0,Run1_C_45,Run1_C_42,Run1_C_23,0.9492
23,17,19,Run1_C_24,Run1_C_26,Run1_C_22,1.8693
20,23,13,Run1_C_25,Run1_C_24,Run1_C_16,3.5218
2,12,22,Run1_C_32,Run1_C_35,Run1_C_42,0.1807
8,3,7,Run1_C_40,Run1_C_12,Run1_C_43,0.131
21,13,2,Run1_C_31,Run1_C_16,Run1_C_32,3.4813
13,7,16,Run1_C_16,Run1_C_43,Run1_C_41,2.1395
4,22,20,Run1_C_36,Run1_C_42,Run1_C_25,0.8329
12,22,17,Run1_C_35,Run1_C_42,Run1_C_26,0.0764
23,17,16,Run1_C_24,Run1_C_26,Run1_C_41,0.1293
15,13,19,Run1_C_21,Run1_C_16,Run1_C_22,0.8417
10,12,16,Run1_C_33,Run1_C_35,Run1_C_41,0.1265
16,17,12,Run1_C_41,Run1_C_26,Run1_C_35,1.8296
11,21,23,Run1_C_29,Run1_C_31,Run1_C_24,3.2571
20,3,8,Run1_C_25,Run1_C_12,Run1_C_40,0.9525
14,13,23,Run1_C_45,Run1_C_16,Run1_C_24,0.5735
5,15,8,Run1_C_18,Run1_C_21,Run1_C_40,2.4062
10,17,22,Run1_C_33,Run1_C_26,Run1_C_42,1.3939
0,19,7,Run1_C_23,Run1_C_22,Run1_C_43,2.8945
9,15,11,Run1_C_44,Run1_C_21,Run1_C_29,0.6791
2,12,1,Run1_C_32,Run1_C_35,Run1_C_38,1.0002
18,12,9,Run1_C_34,Run1_C_35,Run1_C_44,1.8096
8,19,14,Run1_C_40,Run1_C_22,Run1_C_45,0.0095
10,12,21,Run1_C_33,Run1_C_35,Run1_C_31,0.5777
13,7,2,Run1_C_16,Run1_C_43,Run1_C_32,2.2349
10,19,13,Run1_C_33,Run1_C_22,Run1_C_16,0.8269
8,20,11,Run1_C_40,Run1_C_25,Run1_C_29,0.5763
0,3,5,Run1_C_23,Run1_C_12,Run1_C_18,0.1265
5,13,23,Run1_C_18,Run1_C_16,Run1_C_24,2.0643
17,19,7,Run1_C_26,Run1_C_22,Run1_C_43,1.1111
13,22,8,Run1_C_16,Run1_C_42,Run1_C_40,2.3587
12,22,20,Run1_C_35,Run1_C_42,Run1_C_25,1.0148
10,18,5,Run1_C_33,Run1_C_34,Run1_C_18,0.5167
14,12,3,Run1_C_45,Run1_C_35,Run1_C_12,0.0563
1,5,23,Run1_C_38,Run1_C_18,Run1_C_24,1.0618
5,12,19,Run1_C_18,Run1_C_35,Run1_C_22,1.1521
17,2,5,Run1_C_26,Run1_C_32,Run1_C_18,0.6041
8,3,14,Run1_C_40,Run1_C_12,Run1_C_45,0.8588
11,7,14,Run1_C_29,Run1_C_43,Run1_C_45,1.4267
10,20,14,Run1_C_33,Run1_C_25,Run1_C_45,2.1075
8,18,14,Run1_C_40,Run1_C_34,Run1_C_45,0.6752
21,22,17,Run1_C_31,Run1_C_42,Run1_C_26,3.8041
5,7,17,Run1_C_18,Run1_C_43,Run1_C_26,0.4359
14,4,17,Run1_C_45,Run1_C_36,Run1_C_26,3.2605
23,17,13,Run1_C_24,Run1_C_26,Run1_C_16,2.4459
11,18,3,Run1_C_29,Run1_C_34,Run1_C_12,1.0096
11,15,3,Run1_C_29,Run1_C_21,Run1_C_12,1.139
14,9,12,Run1_C_45,Run1_C_44,Run1_C_35,4.1069
8,16,20,Run1_C_40,Run1_C_41,Run1_C_25,1.1913
18,12,19,Run1_C_34,Run1_C_35,Run1_C_22,1.6127
5,15,11,Run1_C_18,Run1_C_21,Run1_C_29,1.4296
10,20,0,Run1_C_33,Run1_C_25,Run1_C_23,1.3333
23,19,15,Run1_C_24,Run1_C_22,Run1_C_21,0.327
10,2,21,Run1_C_33,Run1_C_32,Run1_C_31,5.5667
15,22,19,Run1_C_21,Run1_C_42,Run1_C_22,0.4732
0,19,3,Run1_C_23,Run1_C_22,Run1_C_12,2.5653
5,4,16,Run1_C_18,Run1_C_36,Run1_C_41,1.4707
19,3,22,Run1_C_22,Run1_C_12,Run1_C_42,0.6133
11,7,0,Run1_C_29,Run1_C_43,Run1_C_23,1.6227
1,11,15,Run1_C_38,Run1_C_29,Run1_C_21,1.075
10,16,22,Run1_C_33,Run1_C_41,Run1_C_42,0.7289
14,9,5,Run1_C_45,Run1_C_44,Run1_C_18,2.4959
15,7,17,Run1_C_21,Run1_C_43,Run1_C_26,0.412
7,12,16,Run1_C_43,Run1_C_35,Run1_C_41,0.4778
2,3,5,Run1_C_32,Run1_C_12,Run1_C_18,2.3355
14,21,3,Run1_C_45,Run1_C_31,Run1_C_12,1.0329
0,10,21,Run1_C_23,Run1_C_33,Run1_C_31,0.6048
1,4,3,Run1_C_38,Run1_C_36,Run1_C_12,0.9176
11,21,9,Run1_C_29,Run1_C_31,Run1_C_44,2.7937
11,21,8,Run1_C_29,Run1_C_31,Run1_C_40,3.0788
1,15,17,Run1_C_38,Run1_C_21,Run1_C_26,0.3511
9,4,3,Run1_C_44,Run1_C_36,Run1_C_12,3.054
10,12,1,Run1_C_33,Run1_C_35,Run1_C_38,0.9787
0,23,7,Run1_C_23,Run1_C_24,Run1_C_43,0.5076
14,22,10,Run1_C_45,Run1_C_42,Run1_C_33,0.5273
1,21,3,Run1_C_38,Run1_C_31,Run1_C_12,3.5408
13,12,23,Run1_C_16,Run1_C_35,Run1_C_24,0.9962
5,18,17,Run1_C_18,Run1_C_34,Run1_C_26,0.2439
21,13,3,Run1_C_31,Run1_C_16,Run1_C_12,3.6743
13,12,2,Run1_C_16,Run1_C_35,Run1_C_32,0.2011
0,10,1,Run1_C_23,Run1_C_33,Run1_C_38,0.4955
23,20,7,Run1_C_24,Run1_C_25,Run1_C_43,4.4212
0,19,4,Run1_C_23,Run1_C_22,Run1_C_36,2.3488
9,4,11,Run1_C_44,Run1_C_36,Run1_C_29,1.8477
10,2,20,Run1_C_33,Run1_C_32,Run1_C_25,3.4849
1,21,14,Run1_C_38,Run1_C_31,Run1_C_45,2.6232
0,23,9,Run1_C_23,Run1_C_24,Run1_C_44,0.3101
10,20,5,Run1_C_33,Run1_C_25,Run1_C_18,1.3438
14,7,20,Run1_C_45,Run1_C_43,Run1_C_25,0.4756
0,19,11,Run1_C_23,Run1_C_22,Run1_C_29,2.2593
14,1,2,Run1_C_45,Run1_C_38,Run1_C_32,0.5984
2,12,11,Run1_C_32,Run1_C_35,Run1_C_29,0.384
10,3,23,Run1_C_33,Run1_C_12,Run1_C_24,1.3887
17,2,0,Run1_C_26,Run1_C_32,Run1_C_23,0.1674
8,17,14,Run1_C_40,Run1_C_26,Run1_C_45,2.8029
21,9,0,Run1_C_31,Run1_C_44,Run1_C_23,0.3561
12,7,0,Run1_C_35,Run1_C_43,Run1_C_23,0.971
16,15,19,Run1_C_41,Run1_C_21,Run1_C_22,0.2465
15,12,3,Run1_C_21,Run1_C_35,Run1_C_12,0.2534
8,20,0,Run1_C_40,Run1_C_25,Run1_C_23,0.1496
1,4,16,Run1_C_38,Run1_C_36,Run1_C_41,0.632
8,17,12,Run1_C_40,Run1_C_26,Run1_C_35,1.92
0,16,5,Run1_C_23,Run1_C_41,Run1_C_18,0.1176
0,3,22,Run1_C_23,Run1_C_12,Run1_C_42,0.2155
11,13,14,Run1_C_29,Run1_C_16,Run1_C_45,2.8194
17,3,12,Run1_C_26,Run1_C_12,Run1_C_35,0.3657
21,7,8,Run1_C_31,Run1_C_43,Run1_C_40,2.0848
10,8,7,Run1_C_33,Run1_C_40,Run1_C_43,0.5529
16,20,5,Run1_C_41,Run1_C_25,Run1_C_18,0.9019
17,12,9,Run1_C_26,Run1_C_35,Run1_C_44,0.1711
16,19,3,Run1_C_41,Run1_C_22,Run1_C_12,0.2502
1,21,11,Run1_C_38,Run1_C_31,Run1_C_29,0.1274
5,12,9,Run1_C_18,Run1_C_35,Run1_C_44,0.7404
1,22,18,Run1_C_38,Run1_C_42,Run1_C_34,3.012
14,15,18,Run1_C_45,Run1_C_21,Run1_C_34,2.0886
16,2,18,Run1_C_41,Run1_C_32,Run1_C_34,0.8248
1,22,14,Run1_C_38,Run1_C_42,Run1_C_45,2.5563
21,18,14,Run1_C_31,Run1_C_34,Run1_C_45,0.326
13,12,14,Run1_C_16,Run1_C_35,Run1_C_45,0.3672
14,15,19,Run1_C_45,Run1_C_21,Run1_C_22,1.9709
17,2,4,Run1_C_26,Run1_C_32,Run1_C_36,0.7082
11,21,5,Run1_C_29,Run1_C_31,Run1_C_18,1.9414
9,2,22,Run1_C_44,Run1_C_32,Run1_C_42,0.4149
8,20,15,Run1_C_40,Run1_C_25,Run1_C_21,0.4796
18,12,5,Run1_C_34,Run1_C_35,Run1_C_18,0.3116
16,17,9,Run1_C_41,Run1_C_26,Run1_C_44,2.8358
0,10,15,Run1_C_23,Run1_C_33,Run1_C_21,0.3702
10,23,5,Run1_C_33,Run1_C_24,Run1_C_18,1.1369
5,15,1,Run1_C_18,Run1_C_21,Run1_C_38,1.9291
16,18,1,Run1_C_41,Run1_C_34,Run1_C_38,0.2276
7,12,14,Run1_C_43,Run1_C_35,Run1_C_45,0.5192
1,21,4,Run1_C_38,Run1_C_31,Run1_C_36,2.6232
0,8,14,Run1_C_23,Run1_C_40,Run1_C_45,1.2185
5,22,0,Run1_C_18,Run1_C_42,Run1_C_23,1.428
13,15,23,Run1_C_16,Run1_C_21,Run1_C_24,1.1262
5,4,2,Run1_C_18,Run1_C_36,Run1_C_32,1.8988
21,15,20,Run1_C_31,Run1_C_21,Run1_C_25,1.9502
10,2,18,Run1_C_33,Run1_C_32,Run1_C_34,4.276
0,20,22,Run1_C_23,Run1_C_25,Run1_C_42,0.9019
23,2,1,Run1_C_24,Run1_C_32,Run1_C_38,1.9382
5,15,3,Run1_C_18,Run1_C_21,Run1_C_12,2.9599
5,15,22,Run1_C_18,Run1_C_21,Run1_C_42,1.6318
14,5,22,Run1_C_45,Run1_C_18,Run1_C_42,0.9646
16,19,21,Run1_C_41,Run1_C_22,Run1_C_31,0.4833
21,22,0,Run1_C_31,Run1_C_42,Run1_C_23,4.1382
15,4,10,Run1_C_21,Run1_C_36,Run1_C_33,2.5608
10,8,5,Run1_C_33,Run1_C_40,Run1_C_18,0.3914
16,23,18,Run1_C_41,Run1_C_24,Run1_C_34,1.2034
21,18,19,Run1_C_31,Run1_C_34,Run1_C_22,0.8744
11,4,20,Run1_C_29,Run1_C_36,Run1_C_25,0.9754
10,3,5,Run1_C_33,Run1_C_12,Run1_C_18,2.5256
11,7,15,Run1_C_29,Run1_C_43,Run1_C_21,0.2811
14,13,20,Run1_C_45,Run1_C_16,Run1_C_25,0.4462
20,2,4,Run1_C_25,Run1_C_32,Run1_C_36,1.271
8,3,22,Run1_C_40,Run1_C_12,Run1_C_42,0.743
5,18,3,Run1_C_18,Run1_C_34,Run1_C_12,0.3676
10,3,14,Run1_C_33,Run1_C_12,Run1_C_45,3.2893
20,17,14,Run1_C_25,Run1_C_26,Run1_C_45,2.7148
5,12,7,Run1_C_18,Run1_C_35,Run1_C_43,1.0202
5,12,8,Run1_C_18,Run1_C_35,Run1_C_40,1.863
21,13,0,Run1_C_31,Run1_C_16,Run1_C_23,3.2438
8,3,19,Run1_C_40,Run1_C_12,Run1_C_22,0.1542
9,4,5,Run1_C_44,Run1_C_36,Run1_C_18,0.4458
20,19,21,Run1_C_25,Run1_C_22,Run1_C_31,1.2233
16,23,13,Run1_C_41,Run1_C_24,Run1_C_16,1.2135
11,12,16,Run1_C_29,Run1_C_35,Run1_C_41,0.0442
17,19,9,Run1_C_26,Run1_C_22,Run1_C_44,0.4942
1,18,9,Run1_C_38,Run1_C_34,Run1_C_44,0.0089
5,9,3,Run1_C_18,Run1_C_44,Run1_C_12,1.603
14,13,17,Run1_C_45,Run1_C_16,Run1_C_26,0.578
20,19,1,Run1_C_25,Run1_C_22,Run1_C_38,1.5762
20,2,9,Run1_C_25,Run1_C_32,Run1_C_44,1.0663
10,3,17,Run1_C_33,Run1_C_12,Run1_C_26,1.6011
10,19,4,Run1_C_33,Run1_C_22,Run1_C_36,0.6364
23,17,4,Run1_C_24,Run1_C_26,Run1_C_36,2.7552
8,21,19,Run1_C_40,Run1_C_31,Run1_C_22,0.3205
9,21,2,Run1_C_44,Run1_C_31,Run1_C_32,0.0957
13,12,19,Run1_C_16,Run1_C_35,Run1_C_22,0.4324
9,4,10,Run1_C_44,Run1_C_36,Run1_C_33,2.3011
21,7,15,Run1_C_31,Run1_C_43,Run1_C_21,0.2683
11,18,8,Run1_C_29,Run1_C_34,Run1_C_40,0.9316
14,5,19,Run1_C_45,Run1_C_18,Run1_C_22,1.265
8,16,11,Run1_C_40,Run1_C_41,Run1_C_29,2.61
11,21,12,Run1_C_29,Run1_C_31,Run1_C_35,2.8099
0,13,3,Run1_C_23,Run1_C_16,Run1_C_12,0.0675
20,19,11,Run1_C_25,Run1_C_22,Run1_C_29,0.6569
21,15,9,Run1_C_31,Run1_C_21,Run1_C_44,0.1482
1,22,5,Run1_C_38,Run1_C_42,Run1_C_18,2.2683
16,17,11,Run1_C_41,Run1_C_26,Run1_C_29,2.3535
12,19,15,Run1_C_35,Run1_C_22,Run1_C_21,0.0412
10,23,12,Run1_C_33,Run1_C_24,Run1_C_35,0.751
8,20,14,Run1_C_40,Run1_C_25,Run1_C_45,1.1243
13,7,17,Run1_C_16,Run1_C_43,Run1_C_26,1.8267
2,3,21,Run1_C_32,Run1_C_12,Run1_C_31,3.2176
2,19,1,Run1_C_32,Run1_C_22,Run1_C_38,1.4903
17,2,13,Run1_C_26,Run1_C_32,Run1_C_16,0.784
0,16,12,Run1_C_23,Run1_C_41,Run1_C_35,0.4097
20,19,4,Run1_C_25,Run1_C_22,Run1_C_36,0.7464
1,8,19,Run1_C_38,Run1_C_40,Run1_C_22,0.1116
11,13,18,Run1_C_29,Run1_C_16,Run1_C_34,1.9436
1,13,5,Run1_C_38,Run1_C_16,Run1_C_18,0.3181
5,4,12,Run1_C_18,Run1_C_36,Run1_C_35,0.2648
11,7,5,Run1_C_29,Run1_C_43,Run1_C_18,0.3108
11,4,17,Run1_C_29,Run1_C_36,Run1_C_26,0.7138
14,4,22,Run1_C_45,Run1_C_36,Run1_C_42,2.3303
20,2,18,Run1_C_25,Run1_C_32,Run1_C_34,1.6253
23,19,14,Run1_C_24,Run1_C_22,Run1_C_45,0.556
16,3,4,Run1_C_41,Run1_C_12,Run1_C_36,0.1194
1,11,5,Run1_C_38,Run1_C_29,Run1_C_18,1.1047
1,22,2,Run1_C_38,Run1_C_42,Run1_C_32,3.6717
10,18,4,Run1_C_33,Run1_C_34,Run1_C_36,0.6658
23,20,10,Run1_C_24,Run1_C_25,Run1_C_33,1.9732
14,21,12,Run1_C_45,Run1_C_31,Run1_C_35,0.2057
12,18,2,Run1_C_35,Run1_C_34,Run1_C_32,1.3814
23,3,16,Run1_C_24,Run1_C_12,Run1_C_41,0.0583
1,21,15,Run1_C_38,Run1_C_31,Run1_C_21,1.3058
4,7,20,Run1_C_36,Run1_C_43,Run1_C_25,0.4612
5,4,20,Run1_C_18,Run1_C_36,Run1_C_25,2.2971
21,13,14,Run1_C_31,Run1_C_16,Run1_C_45,2.394
23,20,5,Run1_C_24,Run1_C_25,Run1_C_18,3.872
11,15,12,Run1_C_29,Run1_C_21,Run1_C_35,0.6928
0,16,1,Run1_C_23,Run1_C_41,Run1_C_38,1.7178
14,22,23,Run1_C_45,Run1_C_42,Run1_C_24,0.3899
11,17,14,Run1_C_29,Run1_C_26,Run1_C_45,0.0332
18,19,14,Run1_C_34,Run1_C_22,Run1_C_45,0.208
21,4,2,Run1_C_31,Run1_C_36,Run1_C_32,0.5504
10,2,9,Run1_C_33,Run1_C_32,Run1_C_44,4.8847
0,19,21,Run1_C_23,Run1_C_22,Run1_C_31,3.1291
8,20,21,Run1_C_40,Run1_C_25,Run1_C_31,0.6137
20,2,12,Run1_C_25,Run1_C_32,Run1_C_35,0.6028
1,7,4,Run1_C_38,Run1_C_43,Run1_C_36,1.9887
21,22,12,Run1_C_31,Run1_C_42,Run1_C_35,3.0201
12,19,8,Run1_C_35,Run1_C_22,Run1_C_40,0.5619
16,15,12,Run1_C_41,Run1_C_21,Run1_C_35,0.1866
1,21,18,Run1_C_38,Run1_C_31,Run1_C_34,2.4912
15,17,18,Run1_C_21,Run1_C_26,Run1_C_34,0.0852
2,19,18,Run1_C_32,Run1_C_22,Run1_C_34,1.0972
8,3,4,Run1_C_40,Run1_C_12,Run1_C_36,0.8588
15,18,0,Run1_C_21,Run1_C_34,Run1_C_23,0.0788
10,16,1,Run1_C_33,Run1_C_41,Run1_C_38,0.8882
16,23,14,Run1_C_41,Run1_C_24,Run1_C_45,1.158
0,17,7,Run1_C_23,Run1_C_26,Run1_C_43,0.7265
15,18,2,Run1_C_21,Run1_C_34,Run1_C_32,0.3488
2,3,12,Run1_C_32,Run1_C_12,Run1_C_35,1.7712
10,18,22,Run1_C_33,Run1_C_34,Run1_C_42,0.6707
5,4,0,Run1_C_18,Run1_C_36,Run1_C_23,2.5445
13,7,12,Run1_C_16,Run1_C_43,Run1_C_35,0.8814
18,12,11,Run1_C_34,Run1_C_35,Run1_C_29,1.0904
5,12,1,Run1_C_18,Run1_C_35,Run1_C_38,1.149
1,21,8,Run1_C_38,Run1_C_31,Run1_C_40,3.2436
9,12,1,Run1_C_44,Run1_C_35,Run1_C_38,0.572
2,19,15,Run1_C_32,Run1_C_22,Run1_C_21,0.7954
16,19,9,Run1_C_41,Run1_C_22,Run1_C_44,0.3295
14,9,4,Run1_C_45,Run1_C_44,Run1_C_36,1.5582
21,13,4,Run1_C_31,Run1_C_16,Run1_C_36,2.088
7,22,4,Run1_C_43,Run1_C_42,Run1_C_36,3.9603
1,7,10,Run1_C_38,Run1_C_43,Run1_C_33,2.9179
18,19,1,Run1_C_34,Run1_C_22,Run1_C_38,0.2003
14,12,20,Run1_C_45,Run1_C_35,Run1_C_25,0.726
23,3,8,Run1_C_24,Run1_C_12,Run1_C_40,0.2564
1,12,20,Run1_C_38,Run1_C_35,Run1_C_25,0.1954
14,9,20,Run1_C_45,Run1_C_44,Run1_C_25,4.3693
15,4,2,Run1_C_21,Run1_C_36,Run1_C_32,2.7084
10,3,8,Run1_C_33,Run1_C_12,Run1_C_40,2.1342
9,19,18,Run1_C_44,Run1_C_22,Run1_C_34,0.1505
16,20,19,Run1_C_41,Run1_C_25,Run1_C_22,0.3949
17,3,15,Run1_C_26,Run1_C_12,Run1_C_21,0.6389
1,18,2,Run1_C_38,Run1_C_34,Run1_C_32,0.1527
12,22,0,Run1_C_35,Run1_C_42,Run1_C_23,0.9148
11,13,1,Run1_C_29,Run1_C_16,Run1_C_38,1.0659
20,17,1,Run1_C_25,Run1_C_26,Run1_C_38,2.4533
11,19,9,Run1_C_29,Run1_C_22,Run1_C_44,0.3757
11,21,18,Run1_C_29,Run1_C_31,Run1_C_34,2.1349
8,23,0,Run1_C_40,Run1_C_24,Run1_C_23,0.4466
1,4,8,Run1_C_38,Run1_C_36,Run1_C_40,0.8293
14,7,17,Run1_C_45,Run1_C_43,Run1_C_26,0.4147
0,23,14,Run1_C_23,Run1_C_24,Run1_C_45,0.3258
8,23,22,Run1_C_40,Run1_C_24,Run1_C_42,1.4013
5,9,2,Run1_C_18,Run1_C_44,Run1_C_32,0.7929
17,19,14,Run1_C_26,Run1_C_22,Run1_C_45,0.8527
14,4,12,Run1_C_45,Run1_C_36,Run1_C_35,2.088
13,12,20,Run1_C_16,Run1_C_35,Run1_C_25,0.8134
8,2,21,Run1_C_40,Run1_C_32,Run1_C_31,0.5302
13,7,8,Run1_C_16,Run1_C_43,Run1_C_40,1.6515
16,20,0,Run1_C_41,Run1_C_25,Run1_C_23,0.7843
21,22,18,Run1_C_31,Run1_C_42,Run1_C_34,2.7772
5,15,13,Run1_C_18,Run1_C_21,Run1_C_16,0.5807
4,12,2,Run1_C_36,Run1_C_35,Run1_C_32,0.0325
4,7,3,Run1_C_36,Run1_C_43,Run1_C_12,0.7153
13,12,8,Run1_C_16,Run1_C_35,Run1_C_40,0.9943
15,4,13,Run1_C_21,Run1_C_36,Run1_C_16,1.709
8,16,4,Run1_C_40,Run1_C_41,Run1_C_36,2.659
2,19,9,Run1_C_32,Run1_C_22,Run1_C_44,0.7484
10,23,22,Run1_C_33,Run1_C_24,Run1_C_42,1.6063
0,23,13,Run1_C_23,Run1_C_24,Run1_C_16,0.3813
21,12,0,Run1_C_31,Run1_C_35,Run1_C_23,0.4963
13,4,3,Run1_C_16,Run1_C_36,Run1_C_12,1.4367
0,16,18,Run1_C_23,Run1_C_41,Run1_C_34,0.6885
16,2,7,Run1_C_41,Run1_C_32,Run1_C_43,1.1714
14,5,8,Run1_C_45,Run1_C_18,Run1_C_40,2.5738
9,21,17,Run1_C_44,Run1_C_31,Run1_C_26,0.597
11,4,8,Run1_C_29,Run1_C_36,Run1_C_40,0.5857
10,3,12,Run1_C_33,Run1_C_12,Run1_C_35,2.1396
4,7,23,Run1_C_36,Run1_C_43,Run1_C_24,0.472
5,11,9,Run1_C_18,Run1_C_29,Run1_C_44,0.0612
5,4,13,Run1_C_18,Run1_C_36,Run1_C_16,0.0653
10,19,14,Run1_C_33,Run1_C_22,Run1_C_45,1.281
5,9,20,Run1_C_18,Run1_C_44,Run1_C_25,1.02
0,10,11,Run1_C_23,Run1_C_33,Run1_C_29,0.0671
10,3,15,Run1_C_33,Run1_C_12,Run1_C_21,3.1073
0,20,18,Run1_C_23,Run1_C_25,Run1_C_34,0.3099
13,7,3,Run1_C_16,Run1_C_43,Run1_C_12,2.6674
13,4,16,Run1_C_16,Run1_C_36,Run1_C_41,0.8419
21,7,16,Run1_C_31,Run1_C_43,Run1_C_41,2.3314
12,18,17,Run1_C_35,Run1_C_34,Run1_C_26,1.6385
4,22,0,Run1_C_36,Run1_C_42,Run1_C_23,1.0668
10,2,3,Run1_C_33,Run1_C_32,Run1_C_12,2.3031
17,12,1,Run1_C_26,Run1_C_35,Run1_C_38,0.6213
23,3,1,Run1_C_24,Run1_C_12,Run1_C_38,1.4643
14,4,18,Run1_C_45,Run1_C_36,Run1_C_34,3.1048
14,23,11,Run1_C_45,Run1_C_24,Run1_C_29,0.0747
14,21,16,Run1_C_45,Run1_C_31,Run1_C_41,0.5517
18,22,20,Run1_C_34,Run1_C_42,Run1_C_25,0.4969
0,8,1,Run1_C_23,Run1_C_40,Run1_C_38,0.6729
20,19,14,Run1_C_25,Run1_C_22,Run1_C_45,1.3911
9,15,1,Run1_C_44,Run1_C_21,Run1_C_38,1.2786
14,1,3,Run1_C_45,Run1_C_38,Run1_C_12,0.9176
14,13,19,Run1_C_45,Run1_C_16,Run1_C_22,0.5885
9,13,17,Run1_C_44,Run1_C_16,Run1_C_26,0.1564
10,2,8,Run1_C_33,Run1_C_32,Run1_C_40,4.4372
2,3,14,Run1_C_32,Run1_C_12,Run1_C_45,2.4395
1,5,20,Run1_C_38,Run1_C_18,Run1_C_25,0.8834
11,7,17,Run1_C_29,Run1_C_43,Run1_C_26,1.4824
11,18,16,Run1_C_29,Run1_C_34,Run1_C_41,1.0759
11,4,10,Run1_C_29,Run1_C_36,Run1_C_33,0.4534
14,9,10,Run1_C_45,Run1_C_44,Run1_C_33,4.6579
8,16,5,Run1_C_40,Run1_C_41,Run1_C_18,2.0931
8,17,18,Run1_C_40,Run1_C_26,Run1_C_34,2.2784
10,3,9,Run1_C_33,Run1_C_12,Run1_C_44,3.0974
20,19,13,Run1_C_25,Run1_C_22,Run1_C_16,0.9832
0,17,21,Run1_C_23,Run1_C_26,Run1_C_31,0.77
4,22,17,Run1_C_36,Run1_C_42,Run1_C_26,0.9546
21,22,1,Run1_C_31,Run1_C_42,Run1_C_38,0.286
2,19,12,Run1_C_32,Run1_C_22,Run1_C_35,0.2849
5,13,18,Run1_C_18,Run1_C_16,Run1_C_34,0.5595
23,2,13,Run1_C_24,Run1_C_32,Run1_C_16,1.1922
5,22,20,Run1_C_18,Run1_C_42,Run1_C_25,1.1807
10,3,22,Run1_C_33,Run1_C_12,Run1_C_42,2.995
14,11,20,Run1_C_45,Run1_C_29,Run1_C_25,0.3867
14,5,16,Run1_C_45,Run1_C_18,Run1_C_41,1.3189
23,19,1,Run1_C_24,Run1_C_22,Run1_C_38,1.0219
5,22,10,Run1_C_18,Run1_C_42,Run1_C_33,0.6257
15,19,18,Run1_C_21,Run1_C_22,Run1_C_34,0.1177
21,4,0,Run1_C_31,Run1_C_36,Run1_C_23,1.1587
5,13,0,Run1_C_18,Run1_C_16,Run1_C_23,2.2851
21,22,5,Run1_C_31,Run1_C_42,Run1_C_18,2.3548
10,2,17,Run1_C_33,Run1_C_32,Run1_C_26,3.9041
14,1,23,Run1_C_45,Run1_C_38,Run1_C_24,0.6697
10,8,13,Run1_C_33,Run1_C_40,Run1_C_16,0.55
5,18,23,Run1_C_18,Run1_C_34,Run1_C_24,0.4801
0,2,14,Run1_C_23,Run1_C_32,Run1_C_45,0.5408
2,3,20,Run1_C_32,Run1_C_12,Run1_C_25,0.8954
23,19,21,Run1_C_24,Run1_C_22,Run1_C_31,0.8418
10,23,4,Run1_C_33,Run1_C_24,Run1_C_36,1.2501
3,19,21,Run1_C_12,Run1_C_22,Run1_C_31,0.5638
21,15,8,Run1_C_31,Run1_C_21,Run1_C_40,1.8038
15,22,16,Run1_C_21,Run1_C_42,Run1_C_41,0.0485
14,4,15,Run1_C_45,Run1_C_36,Run1_C_21,0.0803
4,22,23,Run1_C_36,Run1_C_42,Run1_C_24,0.8437
4,12,1,Run1_C_36,Run1_C_35,Run1_C_38,0.1024
11,4,2,Run1_C_29,Run1_C_36,Run1_C_32,0.601
0,16,11,Run1_C_23,Run1_C_41,Run1_C_29,1.0287
21,13,5,Run1_C_31,Run1_C_16,Run1_C_18,0.9587
11,22,10,Run1_C_29,Run1_C_42,Run1_C_33,1.8105
13,22,3,Run1_C_16,Run1_C_42,Run1_C_12,2.9216
14,15,11,Run1_C_45,Run1_C_21,Run1_C_29,1.0401
